subject_id,n_sessions,sessions
sub-NDARINV5YLL09V1,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV5ZAP9LUZ,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV5ZKVPJ7T,1,ses-baselineYear1Arm1
sub-NDARINV6045WTHJ,1,ses-baselineYear1Arm1
sub-NDARINV607MN0KZ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV60JX28L4,1,ses-baselineYear1Arm1
sub-NDARINV60VLVXBP,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV60X56ELW,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV616Z4KBR,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV618RC28E,1,ses-baselineYear1Arm1
sub-NDARINV61GCTA64,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV61PF7E1L,1,ses-2YearFollowUpYArm1
sub-NDARINV61VV3W6U,1,ses-baselineYear1Arm1
sub-NDARINV61VX090A,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV620B7YP2,1,ses-2YearFollowUpYArm1
sub-NDARINV624NB85M,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV626AP3L0,1,ses-2YearFollowUpYArm1
sub-NDARINV62K5R39F,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV62P1BPWE,1,ses-2YearFollowUpYArm1
sub-NDARINV630AFLN3,1,ses-2YearFollowUpYArm1
sub-NDARINV63Y2M5BR,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6471U3G7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV64EVZUTB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV64HHWR5T,1,ses-baselineYear1Arm1
sub-NDARINV64VXDF5P,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV657UW3RF,1,ses-baselineYear1Arm1
sub-NDARINV65EH551L,1,ses-baselineYear1Arm1
sub-NDARINV65P1JE5L,1,ses-baselineYear1Arm1
sub-NDARINV66B2RLDF,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV66R9F57P,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV66ULU7EK,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV67CCUNV4,1,ses-baselineYear1Arm1
sub-NDARINV67GRP56R,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV67J2H4Y1,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV67TUZJU7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV67W1B7DK,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV68DDW0WH,1,ses-baselineYear1Arm1
sub-NDARINV68UE7DYK,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV68V7T6T1,1,ses-baselineYear1Arm1
sub-NDARINV68WXH24G,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV68YKYYY5,1,ses-baselineYear1Arm1
sub-NDARINV692LVYC3,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV699886DJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV69EDG4B6,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV69FLDML4,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV69MBGCB3,1,ses-baselineYear1Arm1
sub-NDARINV69NJR4DR,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV69UKEYVY,1,ses-baselineYear1Arm1
sub-NDARINV69YP46W3,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6A2D8DTU,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6AP3YFJV,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6AR47APF,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6AR8A46Z,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6AYFVDEM,1,ses-2YearFollowUpYArm1
sub-NDARINV6B3HFDAY,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6BAW7VRX,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6BE95J7K,1,ses-baselineYear1Arm1
sub-NDARINV6BVU3BDR,1,ses-baselineYear1Arm1
sub-NDARINV6C8NRRP1,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6CG6LPAT,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6CN3DP5L,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6D02DABX,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6D3TTBKJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6D9PKM7V,1,ses-baselineYear1Arm1
sub-NDARINV6DC4XC3T,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6DKE68K2,1,ses-baselineYear1Arm1
sub-NDARINV6E8NELFC,1,ses-2YearFollowUpYArm1
sub-NDARINV6EPGL57G,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6ETG2FLM,1,ses-baselineYear1Arm1
sub-NDARINV6ETG8KHZ,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6EU13388,1,ses-2YearFollowUpYArm1
sub-NDARINV6EVBBMKN,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6F1LPHLT,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6FH1EZP6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6FJ7M4F7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6G6L9NXY,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6GNKZJJN,1,ses-baselineYear1Arm1
sub-NDARINV6H4LKF9P,1,ses-baselineYear1Arm1
sub-NDARINV6H7448TR,1,ses-baselineYear1Arm1
sub-NDARINV6HJXU3XZ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6HRCV5FM,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6HTXA830,1,ses-baselineYear1Arm1
sub-NDARINV6HVN64HM,1,ses-baselineYear1Arm1
sub-NDARINV6JF8WUYT,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6JFY5LBB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6JJBMHZL,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6JLX8H82,1,ses-baselineYear1Arm1
sub-NDARINV6KCMKK84,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6KDC9UJX,1,ses-baselineYear1Arm1
sub-NDARINV6KEGPJ6J,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6KP3MKL1,1,ses-2YearFollowUpYArm1
sub-NDARINV6KUUNE55,1,ses-2YearFollowUpYArm1
sub-NDARINV6KZ6GTEJ,1,ses-baselineYear1Arm1
sub-NDARINV6L03215H,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6LBMATCR,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6LDKEBNM,1,ses-baselineYear1Arm1
sub-NDARINV6M1Y11R0,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINV6MDP38L0,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6MVAMGRE,1,ses-baselineYear1Arm1
sub-NDARINV6N503HJZ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6NJ4UWH8,1,ses-2YearFollowUpYArm1
sub-NDARINV6NM33PV7,1,ses-baselineYear1Arm1
sub-NDARINV6NRB61V1,1,ses-baselineYear1Arm1
sub-NDARINV6NYCB4Y6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6P89KUD7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6PEZ2Z0K,1,ses-baselineYear1Arm1
sub-NDARINV6PUUHUTG,1,ses-baselineYear1Arm1
sub-NDARINV6PWHXMEW,1,ses-baselineYear1Arm1
sub-NDARINV6PX8VT24,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6PYRR639,1,ses-baselineYear1Arm1
sub-NDARINV6PZCMKHU,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6RPBF276,1,ses-baselineYear1Arm1
sub-NDARINV6T7K85JU,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6TAAAJ4F,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6THWFPJL,1,ses-baselineYear1Arm1
sub-NDARINV6TL940V1,1,ses-baselineYear1Arm1
sub-NDARINV6TM6V4CG,1,ses-2YearFollowUpYArm1
sub-NDARINV6U1YT1NL,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6U7JK69M,1,ses-2YearFollowUpYArm1
sub-NDARINV6U7X519L,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6UBYFA3R,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6UH8VGPA,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6UU2L6YJ,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6UUPURN1,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6VUN0VRU,1,ses-baselineYear1Arm1
sub-NDARINV6WH2N8P4,1,ses-baselineYear1Arm1
sub-NDARINV6WV9X2KM,1,ses-2YearFollowUpYArm1
sub-NDARINV6WW1A9ER,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6X4L1EPK,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6X9U8P56,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6XBTPUAH,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6XM2BBV2,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6XNGNVUC,1,ses-2YearFollowUpYArm1
sub-NDARINV6Y2ZGZRC,1,ses-baselineYear1Arm1
sub-NDARINV6Z1RJLBY,1,ses-2YearFollowUpYArm1
sub-NDARINV6Z8ELWW1,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV6ZTLWMWW,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV701F04JM,1,ses-baselineYear1Arm1
sub-NDARINV7063065M,1,ses-baselineYear1Arm1
sub-NDARINV70EJ1089,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV70NBRYWP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV71136NP6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV71580HYU,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV71N5JHR2,1,ses-2YearFollowUpYArm1
sub-NDARINV723AA4WA,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV72J2GA95,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV72MPGEWD,1,ses-2YearFollowUpYArm1
sub-NDARINV73D1F1AM,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINV73P1LVTY,1,ses-baselineYear1Arm1
sub-NDARINV73ZVLFTC,1,ses-baselineYear1Arm1
sub-NDARINV74291PGJ,1,ses-baselineYear1Arm1
sub-NDARINV74A66FHC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV74B0CYN6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV753T05PF,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV75642VVU,1,ses-baselineYear1Arm1
sub-NDARINV75E8B1DX,1,ses-2YearFollowUpYArm1
sub-NDARINV75ECG86A,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV75EWTV73,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV75RKEU4Z,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV75UAC3KM,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV75Y0PRA7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7616XCLL,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV764983UN,1,ses-baselineYear1Arm1
sub-NDARINV765GH2MK,1,ses-2YearFollowUpYArm1
sub-NDARINV76K5LEL6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV78DM8A8U,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV78F8PD48,1,ses-baselineYear1Arm1
sub-NDARINV78R9N2X5,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV78ZMU14W,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV792K6B34,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV79KGLZX3,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV79PFNDFU,1,ses-2YearFollowUpYArm1
sub-NDARINV79ZA5TBC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV79ZF8916,1,ses-2YearFollowUpYArm1
sub-NDARINV7AYZ3UUP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7B2CAC25,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7B2FLVAY,1,ses-2YearFollowUpYArm1
sub-NDARINV7B7LHAU0,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7B9VZ5UU,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7BJ6UKUT,1,ses-baselineYear1Arm1
sub-NDARINV7BKAGKM2,1,ses-baselineYear1Arm1
sub-NDARINV7BRAYU73,1,ses-baselineYear1Arm1
sub-NDARINV7BTZH7L2,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7CAJVVXE,1,ses-baselineYear1Arm1
sub-NDARINV7CBLTJJ7,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7CBUV9AY,1,ses-baselineYear1Arm1
sub-NDARINV7CC21C8B,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7DG2NPET,1,ses-2YearFollowUpYArm1
sub-NDARINV7DU2R3J4,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7DUJG7N2,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7DY4B12E,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7E13LZN6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7E2LV7HF,1,ses-baselineYear1Arm1
sub-NDARINV7E8WJTYE,1,ses-baselineYear1Arm1
sub-NDARINV7EZLY570,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7F1N85W0,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7F1PXABE,1,ses-baselineYear1Arm1
sub-NDARINV7FG8NTPP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7FGBBTWL,1,ses-baselineYear1Arm1
sub-NDARINV7G30XLFU,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7GGXBFFE,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7GMJLBGM,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7GWDC9VR,1,ses-2YearFollowUpYArm1
sub-NDARINV7GY7FV6N,1,ses-baselineYear1Arm1
sub-NDARINV7H18U74U,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7H3FYUBB,1,ses-2YearFollowUpYArm1
sub-NDARINV7H5MK7FM,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7H8LD2B5,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7HGZNC2A,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7J9K5U1L,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINV7JACC03N,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINV7JG084UZ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7JG0B0Y1,1,ses-2YearFollowUpYArm1
sub-NDARINV7JT2AK44,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7KB5VY4J,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7KENV8ZC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7KNCDTVE,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7KP7C6RB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7KT820XL,1,ses-baselineYear1Arm1
sub-NDARINV7KTCPBRC,1,ses-baselineYear1Arm1
sub-NDARINV7L07LVXR,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7L87171T,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7LCUDWGP,1,ses-2YearFollowUpYArm1
sub-NDARINV7LKX2BU4,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7LM8LGFW,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7LY97KWM,1,ses-baselineYear1Arm1
sub-NDARINV7M5CVFA6,1,ses-baselineYear1Arm1
sub-NDARINV7M6BGL3E,1,ses-2YearFollowUpYArm1
sub-NDARINV7N4MXK3N,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7N96D4UW,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7N9P7K46,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7NJLRBPW,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7NNTJYGL,1,ses-2YearFollowUpYArm1
sub-NDARINV7NW5NH08,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7P8CG4M6,1,ses-2YearFollowUpYArm1
sub-NDARINV7PJVKVHV,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7PLTAW3E,1,ses-baselineYear1Arm1
sub-NDARINV7PU5X7GA,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7PX8RTR8,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7PXH7ZBR,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7R52U5A1,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7R9KB5XY,1,ses-baselineYear1Arm1
sub-NDARINV7RH75L3L,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7RNULXT2,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7RPBV53C,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7TENJYLH,1,ses-baselineYear1Arm1
sub-NDARINV7TJ9713F,1,ses-baselineYear1Arm1
sub-NDARINV7TJVNX42,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7TV9UT40,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7U0R6TL7,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7U8TPCF1,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7U9JKJT0,1,ses-baselineYear1Arm1
sub-NDARINV7UEN9TX6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7UVY9E4B,1,ses-2YearFollowUpYArm1
sub-NDARINV7UY7DLBX,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7V10F8LD,1,ses-baselineYear1Arm1
sub-NDARINV7VG73XLG,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7VJRB88H,1,ses-baselineYear1Arm1
sub-NDARINV7W42V487,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7WETNA45,1,ses-2YearFollowUpYArm1
sub-NDARINV7WM1CF95,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7WT9690H,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7X4CGXMP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7X576WFP,1,ses-baselineYear1Arm1
sub-NDARINV7XRE8WCY,1,ses-baselineYear1Arm1
sub-NDARINV7XUV8V0N,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINV7Y39VTC8,1,ses-baselineYear1Arm1
sub-NDARINV7Y7JEGPW,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7Y8GAZ1P,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7YCFCH49,1,ses-2YearFollowUpYArm1
sub-NDARINV7YGY6CKP,1,ses-baselineYear1Arm1
sub-NDARINV7YKXALB5,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7YM285FW,1,ses-baselineYear1Arm1
sub-NDARINV7YU2MX4Y,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7Z7XV0PB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7Z9K6MEV,1,ses-2YearFollowUpYArm1
sub-NDARINV7ZE3WGCX,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7ZM9YYTN,1,ses-2YearFollowUpYArm1
sub-NDARINV7ZTZMB99,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV7ZVJYLM3,1,ses-2YearFollowUpYArm1
sub-NDARINV808X1WYW,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV80AW193U,1,ses-baselineYear1Arm1
sub-NDARINV80CBC0L9,1,ses-2YearFollowUpYArm1
sub-NDARINV80VAXPN1,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV80Z1RNR4,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV8179BTRR,1,ses-2YearFollowUpYArm1
sub-NDARINV818GME72,1,ses-baselineYear1Arm1
sub-NDARINV81EP837V,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV81M94TWZ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV81R15GP2,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV824JDLTM,1,ses-baselineYear1Arm1
sub-NDARINV82ERJFA5,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV82FT97YR,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV82HYA45D,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV82N7RUVA,1,ses-baselineYear1Arm1
sub-NDARINV82NHMAYL,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV8371H1L8,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV83AEF5MM,1,ses-baselineYear1Arm1
sub-NDARINV83FXH9MJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV83MAXVLU,1,ses-baselineYear1Arm1
sub-NDARINV83TT3MW4,1,ses-2YearFollowUpYArm1
sub-NDARINV83ZDBYTJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV849FLFR0,1,ses-baselineYear1Arm1
sub-NDARINV84AEJJN9,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV8538BJYN,1,ses-2YearFollowUpYArm1
sub-NDARINV859KRFB8,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV85DA6M5G,1,ses-baselineYear1Arm1
sub-NDARINV85REKKD1,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV85UUUHN0,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV85W3GP9V,1,ses-2YearFollowUpYArm1
sub-NDARINV8666P5JN,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV86777MVZ,1,ses-2YearFollowUpYArm1
sub-NDARINV868A88PA,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV86B2YCA7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV86NEYD0L,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV86PXMUHA,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV86XEMNPW,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV86XLFCDB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV870F1Z1N,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
